user_id,user_chat,,user_call
8724170,"[Hello.,Thank you.,Yes.,No.,Please,,Sorry.,Please give me the,I'm sorry.,nothing I am just sleeping,नहीं,Name,My name is,What is your name?,I am from Uran.,I am from,Where are,I work as,What do you do?,Like.,I like,Unlike,mountain.,I like fruit.,Don't like,I don't like,I don't like,Like,,I like,I like,Don't like,I don't,I don't like summer.,Do you like,Do you like,Jilli.,Really.,I really like,I really like,Watch.,I watch,Read.,I read it in,Marvin Play.,I play कब बट्टी?,I like,like watching series.,I like reading newspaper.,I like play,What do you do in your sitting?,Watching,on polyps.,Jimmy Movies Unfolded,Mercury unholy food,Most days.,On holiday.,Thanks.,Sometimes,,Sometimes I rely,I have,My name is vibhu,My name is vibhu,Nothing just a fun,Nothing just a fun,I am doing a study,There is a course,There is a course,Air hostess,Air hostess,I want a lagjorias life,I want a lagjorias life,I want a lagjorias life,Yes,Yes,Yes,Helping a people,Helping a people,Helping a people,Dose people are sikh,ckary, haypar,,Dose people are sikh,ckary, haypar,,Dose people are sikh,ckary, haypar,,Yes,Yes,Yes,Yes,Yes,Avery costume sarvice,Avery costume sarvice,Avery costume sarvice,Call centre, and other,Call centre, and other,Yes,Dr, police, politics,ect,Dr, police, politics,ect,Dr, police, politics,ect,I want to help people.,I want to help people.,I want to help people.,I'm not sure yet,I'm not sure yet,I'm not sure yet]",,"[Hello?,Hello?,Hello?,My English is not perfect. Because I'm a,My English is not perfect. Because I'm a,My English is not perfect. Because I'm a,Anything You just tell me something.,Anything You just tell me something.,Anything You just tell me something.,Yet for is chicken and fish.,Yet for is chicken and fish.,Yet for is chicken and fish.,My mom and me,My mom and me,My mom and me,I go together with my mom fish.,I go together with my mom fish.,I go together with my mom fish.,You know, populate and every fish,You know, populate and every fish,You know, populate and every fish,I love, prawns.,I love, prawns.,I love, prawns.,John's,John's,John's,Tons.,Tons.,Tons.,Talk about I talk about lawns. It's fry.,Talk about I talk about lawns. It's fry.,Talk about I talk about lawns. It's fry.,Franz. Not lawns. It's France.,Franz. Not lawns. It's France.,Franz. Not lawns. It's France.,My name is vibhu,Nothing just a fun,I am doing a study,There is a course,Air hostess,I want a lagjorias life,Yes,Yes,Helping a people,Dose people are sikh,ckary, haypar,,Yes,Yes,Avery costume sarvice,Call centre, and other,Yes,Dr, police, politics,ect,I want to help people.,I'm not sure yet]"
8524440,"[My name is bishnu,My name is bishnu,I am from odisha,I am from odisha,Not bangluru i am at odisha,Not bangluru i am at odisha,Not bangluru i am at odisha,How to use this app for spoken,How to use this app for spoken,How to use this app for spoken,Iwant to speak english fluently,Iwant to speak english fluently,Iwant to speak english fluently,Introduction,Introduction,Call me bishnu,Call me bishnu,I am a worker,I am a worker,Operator and i want to speak with my boy and friend,Operator and i want to speak with my boy and friend,No with my son,No with my son,No with my son,My son is in class 5,Bishnu,Bishnu,I am from odisha,I am from odisha,Angul Nalco,Angul Nalco,Angul Nalco,National aluminum company,National aluminum company,Yes,Yes,Yes,Im working as a operator,Im working as a operator,I don't know the answer,I don't know the answer,Leave mam,Leave mam,Anything how to speak fluently I required please tell me the process,Anything how to speak fluently I required please tell me the process,Anything how to speak fluently I required please tell me the process,Anything how to speak fluently I required please tell me the process,Anything which is better for me,Anything which is better for me,Introduction,Introduction,How to ispeak,How to ispeak,How to ispeak,How to speak with ai teacher,How to speak with ai teacher,How to speak with ai teacher,How to ask questions?,How to ask questions?,How to ask questions?,How to use this app,How to use this app,How to use this app,Introduction,Bolnne se English sikhega,Bolnne se English sikhega,Bolnne se English sikhega,Yes,Bishnu,Bishnu,Yes, I am from odisha,Yes, I am from odisha,I'm a worker in nalco com,I'm a worker in nalco com,Operation crane,Operation crane,Im incharge,Im incharge,Yes,Yes,Yes,Yes,Meaning,Meaning,Meaning,I manage the crane  and friend,I manage the crane  and friend,Yes,Yes,Yes,No i want to speak with my son at home,No i want to speak with my son at home,No i want to speak with my son at home,Bishnu,Bishnu,Parent,Parent,Slipping,Slipping,Slipping,Yes,Yes,Try to speak english,Try to speak english,I don't know,I don't know,I want to speak english fluently how,I want to speak english fluently how,Yes,Yes,I am chatting with you now,I am chatting with you now,I went to my duty,I went to my duty,IWork in an industry,IWork in an industry,We produce aluminum ingot wire,We produce aluminum ingot wire,Nothing,Nothing,No,No,Ilike to play foot ball in the evening,Ilike to play foot ball in the evening,Friend,Friend,Stadium,Stadium,Yes,Yes,How to write the answer,How to write the answer,How to write the answer,Please learn me,Please learn me,Let's talk about food,Let's talk about food,Just like eating.,Just like eating.,Rice dal potatoes,Rice dal potatoes,Rice dal potatoes,Spicy,Spicy,How to speak the answer,How to speak the answer,How to speak the answer,What,What,Not right now,Not right now]",,"[My name is bishnu,I am from odisha,Not bangluru i am at odisha,How to use this app for spoken,Iwant to speak english fluently,Introduction,Call me bishnu,I am a worker,Operator and i want to speak with my boy and friend,No with my son,My son is in class 5,Bishnu,I am from odisha,Angul Nalco,National aluminum company,Yes,Im working as a operator,I don't know the answer,Leave mam,Anything how to speak fluently I required please tell me the process,Anything which is better for me,Introduction,How to ispeak,Hello.,Hello.,Hello.,I want to know how to speak English.,I want to know how to speak English.,I want to know how to speak English.,Anything I am a new newcomer.,Anything I am a new newcomer.,Anything I am a new newcomer.,Price.,Price.,Price.,Rice, not rice.,Rice, not rice.,Rice, not rice.,Grais, roti,,Anything, ma'am? I don't know.,Anything, ma'am? I don't know.,Anything, ma'am? I don't know.,Device that Pune is etcetera.,Device that Pune is etcetera.,Device that Pune is etcetera.,Three zero three,Three zero three,Three zero three,I like cookie rice,I like cookie rice,I like cookie rice,I don't know. How to speak.,I don't know. How to speak.,I don't know. How to speak.,About to speak with introduction first.,About to speak with introduction first.,About to speak with introduction first.,My name is Vishnu. Kumar.,My name is Vishnu. Kumar.,My name is Vishnu. Kumar.,Udi.,Udi.,Udi.,Employee. झगड़नाक temple, पूरी, पूरी भवने,Employee. झगड़नाक temple, पूरी, पूरी भवने,Employee. झगड़नाक temple, पूरी, पूरी भवने,The Great City and उड़ीसाई चिभारी. Famous city जन्मात पर,The Great City and उड़ीसाई चिभारी. Famous city जन्मात पर,The Great City and उड़ीसाई चिभारी. Famous city जन्मात पर,Lo iba a ardo.,Lo iba a ardo.,Lo iba a ardo.,Estou aí para Arudão. This is the best food in Orissa.,Estou aí para Arudão. This is the best food in Orissa.,Estou aí para Arudão. This is the best food in Orissa.,And rice is my favorite food.,And rice is my favorite food.,And rice is my favorite food.,Talán Kodi Bot.,Talán Kodi Bot.,Talán Kodi Bot.,E like both the Dylan Bryce and Dylan everything.,E like both the Dylan Bryce and Dylan everything.,E like both the Dylan Bryce and Dylan everything.,I like Oreo song, ma'am.,I like Oreo song, ma'am.,I like Oreo song, ma'am.,Thank you very much. Soy soy,Thank you very much. Soy soy,Thank you very much. Soy soy,Fast introduction ma'am,Fast introduction ma'am,Fast introduction ma'am,I want to introduction class first.,I want to introduction class first.,I want to introduction class first.,Hi.,Hi.,Hi.,Ma'am, listen or not. My name is,Ma'am, listen or not. My name is,Ma'am, listen or not. My name is,Yeah. Idea.,Yeah. Idea.,Yeah. Idea.,M. Ma'am, this,M. Ma'am, this,M. Ma'am, this,I want to speak introduction class, ma'am.,I want to speak introduction class, ma'am.,I want to speak introduction class, ma'am.,So far, jawohl, My name is Brishnu Kumar.,So far, jawohl, My name is Brishnu Kumar.,So far, jawohl, My name is Brishnu Kumar.,Buri ज़र्नादाम,Buri ज़र्नादाम,Buri ज़र्नादाम,Cha puri,Cha puri,Cha puri,Ok.,Ok.,Ok.,How to speak with ai teacher,How to ask questions?,How to use this app,Introduction,Bolnne se English sikhega,Yes,Bishnu,Yes, I am from odisha,I'm a worker in nalco com,Operation crane,Im incharge,Yes,Yes,Meaning,I manage the crane  and friend,Yes,Yes,No i want to speak with my son at home,Ça,,Ça,,Ça,,Practice Hindi doing English.,Practice Hindi doing English.,Practice Hindi doing English.,Introduction, please.,Introduction, please.,Introduction, please.,I am b,I am b,I am b,これ I want to speak about my introduction.,これ I want to speak about my introduction.,これ I want to speak about my introduction.,My name is,My name is,My name is,सुवाद है अभी. हां कुम.,सुवाद है अभी. हां कुम.,सुवाद है अभी. हां कुम.,Ja,,Ja,,Ja,,My name is Aditiya. So,My name is Aditiya. So,My name is Aditiya. So,Please practice me about my introduction. How to introduce myself?,Please practice me about my introduction. How to introduce myself?,Please practice me about my introduction. How to introduce myself?,Idea.,Idea.,Idea.,Manager दिखियो.,Manager दिखियो.,Manager दिखियो.,आदित्य, नये में जा आदित्य.,आदित्य, नये में जा आदित्य.,आदित्य, नये में जा आदित्य.,Pro dental,Pro dental,Pro dental,È che essa,È che essa,È che essa,Thank you, ma'am.,Thank you, ma'am.,Thank you, ma'am.,तो सुना ही नहीं जा रहा है. कैसे practice करेंगे? How to practice?,तो सुना ही नहीं जा रहा है. कैसे practice करेंगे? How to practice?,तो सुना ही नहीं जा रहा है. कैसे practice करेंगे? How to practice?,English sound. Tell me.,English sound. Tell me.,English sound. Tell me.,Bishnu,Parent,Slipping,Yes,Try to speak english,I don't know,I want to speak english fluently how,Yes,I am chatting with you now,I went to my duty,IWork in an industry,We produce aluminum ingot wire,Nothing,No,Ilike to play foot ball in the evening,Friend,Stadium,Yes,How to write the answer,Please learn me,Let's talk about food,Just like eating.,Rice dal potatoes,Spicy,How to speak the answer,What,Not right now]"
8584206,"[I want to try something new.,I want to try something new.,Chef's Special sounds good,Chef's Special sounds good,Yes, garlic naan sounds perfect.,Yes, garlic naan sounds perfect.,Maybe a drink too.,Just water is fine,Just water is fine,No, that's all,No, that's all,No, that's all,Sounds good.,Sounds good.,Yes, it is my first time,Yes, it is my first time,Yes, it's very exciting,Yes, it's very exciting,Something spicy,Something spicy,Something spicy,Chili chicken please,Chili chicken please,Fried rice please,Fried rice please,What drinks do you have?,What drinks do you have?,I'll take a lassi,I'll take a lassi]",,"[I want to try something new.,Chef's Special sounds good,Yes, garlic naan sounds perfect.,Maybe a drink too.,Just water is fine,No, that's all,Sounds good.,Yes, it is my first time,Yes, it's very exciting,Something spicy,Chili chicken please,Fried rice please,What drinks do you have?,I'll take a lassi]"
7418650,"[Yes, I love this place.,Yes, I love this place.,I love the pani puri.,I love the pani puri.]",,"[Yes, I love this place.,I love the pani puri.]"
8347496,"[Hii,Hii]",,"[Hello.,Hello.,Hello.,Hii]"
8480690,"[What is joke?,What is joke?,Yes, please tell me,Yes, please tell me,Yes, please tell me,No. I don't like it.,No. I don't like it.,No. I don't like it.]",,"[Hello?,Hello?,Hello?,What about you?,What about you?,What about you?,I want to purchase today about my interview.,I want to purchase today about my interview.,I want to purchase today about my interview.,My dream job is data analyst,My dream job is data analyst,My dream job is data analyst,Madam, actual first of all, when we say we belong to the data field, then that time we,Madam, actual first of all, when we say we belong to the data field, then that time we,Madam, actual first of all, when we say we belong to the data field, then that time we,Yeah. I saying to you because, first of all, when we,Yeah. I saying to you because, first of all, when we,Yeah. I saying to you because, first of all, when we,No, AI is the thing which is eating the jobs,No, AI is the thing which is eating the jobs,No, AI is the thing which is eating the jobs,Out of ten data guides, only the two data guides available in our company.,Out of ten data guides, only the two data guides available in our company.,Out of ten data guides, only the two data guides available in our company.,Earnings de stock and the family of the employees facing the issue. Due to that.,Earnings de stock and the family of the employees facing the issue. Due to that.,Earnings de stock and the family of the employees facing the issue. Due to that.,Día tuve,Día tuve,Día tuve,I am not speaking English. Spanish. I am also speaking English. You know, we,I am not speaking English. Spanish. I am also speaking English. You know, we,I am not speaking English. Spanish. I am also speaking English. You know, we,The topic of my,The topic of my,The topic of my,My friend,My friend,My friend,आते नौभान नीचे बना लाता हूं.,आते नौभान नीचे बना लाता हूं.,आते नौभान नीचे बना लाता हूं.,Yeah. Actually, my friend was cooking the food, and right now, gas has been finished.,Yeah. Actually, my friend was cooking the food, and right now, gas has been finished.,Yeah. Actually, my friend was cooking the food, and right now, gas has been finished.,I suggest to my friend please go to his friend and can try to cook,I suggest to my friend please go to his friend and can try to cook,I suggest to my friend please go to his friend and can try to cook,My friend is going there.,My friend is going there.,My friend is going there.,We are cooking vegetables of potato as well as चचापाती.,We are cooking vegetables of potato as well as चचापाती.,We are cooking vegetables of potato as well as चचापाती.,Sí.,Sí.,Sí.,I'm also speaking English, not in Spanish. I also don't know the Spanish.,I'm also speaking English, not in Spanish. I also don't know the Spanish.,I'm also speaking English, not in Spanish. I also don't know the Spanish.,I am doing practice and discussing about my friend to you.,I am doing practice and discussing about my friend to you.,I am doing practice and discussing about my friend to you.,My friend is very honesty and, as well as he's very,My friend is very honesty and, as well as he's very,My friend is very honesty and, as well as he's very,He cooks a very delicious food.,He cooks a very delicious food.,He cooks a very delicious food.,And accury.,And accury.,And accury.,Egg curry and,Egg curry and,Egg curry and,What is joke?,Yes, please tell me,No. I don't like it.]"
8548914,"[Hi I'm Anshu,Hi I'm Anshu,Yes,Yes,Hi I'm Anshu,Hi I'm Anshu,My from India,My from India,I am from North India.,I am from North India.,I love the festivals,I love the festivals,Chirsmas,Chirsmas,Family time is the best.,Family time is the best.,Holi is very fun.,Holi is very fun.,Playing with friends,Playing with friends,Playing with friends,Yes, we do!,Yes, we do!,Yes,Yes]",,"[Hi I'm Anshu,Yes,Hi I'm Anshu,My from India,I am from North India.,I love the festivals,Chirsmas,Family time is the best.,Holi is very fun.,Playing with friends,Yes, we do!,Yes]"
8413107,"[Hi,Deepak,Deepak,Uk,Uk,Hotel,Hotel,Chef,Chef,Hi,Hi,Hi]",,"[Hi,Deepak,Uk,Hotel,Chef,Hi,Hi]"
8444899,"[Yes,Yes,Hi I am Deepa you can call me,Hi I am Deepa you can call me,I am from pune maharashtra,I am from pune maharashtra,I am waiting,In real estate company,In real estate company,When we use sound,When we use sound,It's a general question.,It's a general question.,I am asking about sound word,I am asking about sound word,I am asking about sound word,Tell me more about verb sound,Tell me more about verb sound,Tell me more about verb sound,Can we connect after 1 hour,Can we connect after 1 hour,I am going to office,I am going to office,After reaching office i will connect with you,After reaching office i will connect with you,After reaching office i will connect with you,At9.15am,At9.15am,At9.15am,Yes be ready to teach me in very perfect and simple way, i need to talk in english in few days,Yes be ready to teach me in very perfect and simple way, i need to talk in english in few days,Hi riya,Can I call you,Can I call you]",,"[Yes,Hi I am Deepa you can call me,I am from pune maharashtra,I am waiting,In real estate company,When we use sound,It's a general question.,I am asking about sound word,Tell me more about verb sound,Can we connect after 1 hour,I am going to office,After reaching office i will connect with you,At9.15am,Yes be ready to teach me in very perfect and simple way, i need to talk in english in few days,Hi riya,Can I call you,Hello.,Hello.,Hello.,Hello.,Hello.,Hello.,I want to talk about,I want to talk about,I want to talk about,For office Independent.,For office Independent.,For office Independent.,I want three,I want three,I want three,I found daily,I found daily,I found daily,Agree,,Agree,,Agree,,Start करो आप मुझे नहीं देखिए,Start करो आप मुझे नहीं देखिए,Start करो आप मुझे नहीं देखिए]"
8598082,"[I. M ankita,I. M ankita,Yas,Allhbad,Allhbad,No egilis Hindi,No egilis Hindi,Hindi is my mother tongue.,Hindi is my mother tongue.,Hindi is my mother tongue.,Ji,Ji,Mai Allahabad se hu,Mai Allahabad se hu,Nahi pata,Nahi pata,Nahi pata,Egilis sikhana hai,Egilis sikhana hai,Egilis sikhana hai,Ji,Ji,Kal subah,Kal subah,11 bahe ke bad,11 bahe ke bad,11 bahe ke bad,Call kare ge,Call kare ge,Ji nahi,Ji nahi,Ankita,Ankita,Mai छात्रा hu,Mai छात्रा hu,H,H,जी हा मै पढ़ाई करती hu,जी हा मै पढ़ाई करती hu,B A ka छात्रा हू,B A ka छात्रा हू,Hindi ehalis home sainas,Hindi ehalis home sainas,Mujhe egalisa sikhana hai,Mujhe egalisa sikhana hai,Mujhe egalisa sikhana hai,Koi bhi kam karo to egalisa me baat karni padhati hai,Koi bhi kam karo to egalisa me baat karni padhati hai,Koi bhi kam karo to egalisa me baat karni padhati hai,Abhi nahi karti lekin karna chahiti hu,Ji ha,Ji ha,Ji ha,Bank ke liye soch rahe hu,Bank ke liye soch rahe hu,Bank ke liye soch rahe hu,Jo bhi mila jaye abhi ke liye,Jo bhi mila jaye abhi ke liye,Jo bhi mila jaye abhi ke liye,Office me,Office me,Office me,Ji ha,Ji ha,Jah gahak de baat chita karni hu,Jah gahak de baat chita karni hu,Jah gahak de baat chita karni hu,Ji h,Ji h,Usaka chaj karege,Usaka chaj karege,Usaka chaj karege,Aap se subha baat kare,Aap se subha baat kare,Subah ka,Subah ka,11 baje,11 baje,11 baje,Ji hA,Ji hA,Ji hA,Subah aapko sab kuch batayege,Subah aapko sab kuch batayege,Subah aapko sab kuch batayege]",,"[I. M ankita,Yas,Allhbad,No egilis Hindi,Hindi is my mother tongue.,Ji,Mai Allahabad se hu,Nahi pata,Egilis sikhana hai,Ji,Kal subah,11 bahe ke bad,Call kare ge,Ji nahi,Ankita,Mai छात्रा hu,H,जी हा मै पढ़ाई करती hu,B A ka छात्रा हू,Hindi ehalis home sainas,Mujhe egalisa sikhana hai,Koi bhi kam karo to egalisa me baat karni padhati hai,Abhi nahi karti lekin karna chahiti hu,Ji ha,Bank ke liye soch rahe hu,Jo bhi mila jaye abhi ke liye,Office me,Ji ha,Jah gahak de baat chita karni hu,Ji h,Usaka chaj karege,Aap se subha baat kare,Subah ka,11 baje,Ji hA,Subah aapko sab kuch batayege]"
8688910,"[I call you रिया. Because I don't know you. First of all, I,I call you रिया. Because I don't know you. First of all, I,Let's talk about food.,Let's talk about food.,Can you ask me another question for practice?,My favorite street food is पानीपुरी. And pizza. It or very fantastic food.,My favorite street food is पानीपुरी. And pizza. It or very fantastic food.,My favorite street food is पानीपुरी. And pizza. It or very fantastic food.,Like, Panipuri in a street. Stand.,Like, Panipuri in a street. Stand.,Like, Panipuri in a street. Stand.,Can you ask me another question for practice? I want to start conversation with you.,Can you ask me another question for practice? I want to start conversation with you.,I promote every type of good because this is my duty. I charge I take charge of promotional item.,I promote every type of good because this is my duty. I charge I take charge of promotional item.,I promote every type of good because this is my duty. I charge I take charge of promotional item.,Yes. I prepare promoting patient and electronic items. They are very small to the item.,Yes. I prepare promoting patient and electronic items. They are very small to the item.,Can you tell me my eleven English? And how is my English?,Can you tell me my eleven English? And how is my English?,How is my English? And tell me my level in English.,How is my English? And tell me my level in English.,How is my English? And tell me my level in English.,Ok, ahí está el stand. I will focus my vocabulary, but can you tell me by given in English?,Ok, ahí está el stand. I will focus my vocabulary, but can you tell me by given in English?,Ok, ahí está el stand. I will focus my vocabulary, but can you tell me by given in English?,Can you tell me? My level in English?,Can you tell me? My level in English?,Can you tell me? My level in English?,Can you ask me another question for practice?,Can you ask me another question for practice?,We call it golgappe there.,We call it golgappe there.,I want to talk about,,I want to talk about cricket,I want to talk about cricket,I want to talk about cricket,I like he hit six.,I like he hit six.,Can you tell me my level in English?,Can you tell me my level in English?,Can you tell me my level in English?,Can you tell me my level in English?,I am an intermediate.,I am an intermediate.,I am an intermediate.,Food and travel,Food and travel,Food and travel,I want to start,restaurant in Dubai.,De,marketing system in Dubai and,Video,Thank you. I bet you. Coming soon with you.,Thank you. I bet you. Coming soon with you.,Thank you. I bet you. Coming soon with you.,Food in India,Everyone eat,Yes,,No,My name is Zed, you call me Zed.,My name is Zed, you call me Zed.,Nice to meet you, रिया ma'am. I am from,Nice to meet you, रिया ma'am. I am from,I am from meerut,I am from meerut,Can you ask me another question for practice? I want to start a conversation with you.,Can you ask me another question for practice? I want to start a conversation with you.,It is a very hard because everyone not choose digital marketing and,It is a very hard because everyone not choose digital marketing and,It is a very hard because everyone not choose digital marketing and,Any topic, depend on you.,Any topic, depend on you.]",,"[I call you रिया. Because I don't know you. First of all, I,Let's talk about food.,Can you ask me another question for practice?,My favorite street food is पानीपुरी. And pizza. It or very fantastic food.,Like, Panipuri in a street. Stand.,Can you ask me another question for practice? I want to start conversation with you.,I promote every type of good because this is my duty. I charge I take charge of promotional item.,Yes. I prepare promoting patient and electronic items. They are very small to the item.,Can you tell me my eleven English? And how is my English?,How is my English? And tell me my level in English.,Ok, ahí está el stand. I will focus my vocabulary, but can you tell me by given in English?,Can you tell me? My level in English?,Can you ask me another question for practice?,We call it golgappe there.,I want to talk about,,I want to talk about cricket,I like he hit six.,Can you tell me my level in English?,I am an intermediate.,Food and travel,Thank you. I bet you. Coming soon with you.,Hello. Nice to meet you.,Hello. Nice to meet you.,Hello. Nice to meet you.,Yes. I am ready to practice today.,Yes. I am ready to practice today.,Yes. I am ready to practice today.,I want to talk about travel Yahobi.,I want to talk about travel Yahobi.,I want to talk about travel Yahobi.,I would like to go to Dubai.,I would like to go to Dubai.,I would like to go to Dubai.,I want to I want to see infrastructures and gain experience about,I want to I want to see infrastructures and gain experience about,I want to I want to see infrastructures and gain experience about,I like frost tower. It is a very,I like frost tower. It is a very,I like frost tower. It is a very,I want to talk about cricket.,I want to talk about cricket.,I want to talk about cricket.,Yes, let's talk food,Yes, let's talk food,Yes, let's talk food,I like paneer,I like paneer,I like paneer,Paneer tikka,Paneer tikka,Paneer tikka,I like mild I like mild.,I like mild I like mild.,I like mild I like mild.,Can you tell me my level in English?,Can you tell me my level in English?,Can you tell me my level in English?,I want to talk about cricket.,I want to talk about cricket.,I want to talk about cricket.,I like, his bed.,I like, his bed.,I like, his bed.,Cover drive,Cover drive,Cover drive,Hello,,Hello,,Hello,,I want to start कर्मा session विधि को.,I want to start कर्मा session विधि को.,I want to start कर्मा session विधि को.,Yes. Yes. I talk,Yes. Yes. I talk,Yes. Yes. I talk,My name is Zed, you call me Zed.,Nice to meet you, रिया ma'am. I am from,I am from meerut,Can you ask me another question for practice? I want to start a conversation with you.,It is a very hard because everyone not choose digital marketing and,Any topic, depend on you.,I want to talk about hobby and their]"
8744038,"[My name is Harshit.,My name is Harshit.,I'm from Jhasi.,I'm from Jhasi.,Hello.,Thank you,,Yes,No.,Peace.,Please.,Sorry,,Please give me the,I'm sorry.,Name,My name is हर्षित.,What is your name?,I am from,Where are,I work as,What do you do?]",,"[My name is Harshit.,I'm from Jhasi.,Hello.,Hello.,Hello.,मुझे English बोलना सीखना है.,मुझे English बोलना सीखना है.,मुझे English बोलना सीखना है.]"
8638015,"[Hello,,Thank you,Yes.,No.,Please,,Sorry,English, please give me,give me the pen.,I am sorry.]",,"[I am good,I am good,I am good,That is great. I am happy you are good. I am are happy,That is great. I am happy you are good. I am are happy,That is great. I am happy you are good. I am are happy,Do you like to do,Do you like to do,Do you like to do,I like reading books,I like reading books,I like reading books,I like reading the books.,I like reading the books.,I like reading the books.,Вот и за вот book.,Вот и за вот book.,Вот и за вот book.,Yes, I can,Yes, I can,Yes, I can,Let's talk,Let's talk,Let's talk,Stock,Stock,Stock,Explain stocks,Explain stocks,Explain stocks,Stokes minus,Stokes minus,Stokes minus,What do you like learning about stoppage?,What do you like learning about stoppage?,What do you like learning about stoppage?,Grammar is fun,Do you like,Do you like,Do you like,Do you like,Do you like,Let's talk about food,Let's talk about food,Let's talk about food,Biryani is my favorite,Biryani is my favorite,Biryani is my favorite,Chicken biryani,Chicken biryani,Chicken biryani,Yes, very spicy,Yes, very spicy,Yes, very spicy,It's a good thing. Yes.,It's a good thing. Yes.,It's a good thing. Yes.,Let's talk about hobbies,Let's talk about hobbies,Let's talk about hobbies,Okay.,Okay.,Okay.,I like reading,I like reading,I like reading,I like novels,I like novels,I like novels,I like fiction,I like fiction,I like fiction,Do you like friction or nonfiction nodes? Or do fiction?,Do you like friction or nonfiction nodes? Or do fiction?,Do you like friction or nonfiction nodes? Or do fiction?,Fantasy,Fantasy,Fantasy,The Lord of the Ring is very,The Lord of the Ring is very,The Lord of the Ring is very,Hello?,Hello?,Hello?]"
8565145,"[Apne mujse kya pucha,Apne mujse kya pucha,You can not call me,You can not call me,My name is Jena,My name is Jena,I live in Bengaluru,I live in Bengaluru,I work in fiem company,I work in fiem company,Hello]",,"[Apne mujse kya pucha,You can not call me,My name is Jena,I live in Bengaluru,I work in fiem company]"
8652948,"[Raj,Raj,Odisha,Odisha,Where you are coming,Where you are coming,Yes,The climate and crowd,The climate and crowd,I want to try something new.,I want to try something new.,I want to try something new.,Indo-Chinese sounds good.,Indo-Chinese sounds good.,Let's go with Veg Fried Rice.,Let's go with Veg Fried Rice.,What kind of spring rolls?,What kind of spring rolls?]",,"[Raj,Odisha,Where you are coming,Yes,The climate and crowd,I want to try something new.,Indo-Chinese sounds good.,Let's go with Veg Fried Rice.,What kind of spring rolls?]"
2907581,"[सनातन भावना के अच्छे विचार कॉमेडी,सनातन भावना के अच्छे विचार कॉमेडी,Sanatn dharm k bare me chutkle komdi,Sanatn dharm k bare me chutkle komdi,Sanatn dharm k bare me chutkle komdi,Lov farendsip ka meseg anubhvi vichar,Lov farendsip ka meseg anubhvi vichar,Lov farendsip ka meseg anubhvi vichar]",,"[सनातन भावना के अच्छे विचार कॉमेडी,Sanatn dharm k bare me chutkle komdi,Lov farendsip ka meseg anubhvi vichar,क्या नहीं ज़रूरी है यार.,क्या नहीं ज़रूरी है यार.,क्या नहीं ज़रूरी है यार.,उसे खुल लिया.,उसे खुल लिया.,उसे खुल लिया.]"
